NAME,DP05_0001E,DP05_0018E,DP05_0019PE,DP05_0024PE,DP02_0038PE,DP02_0065PE,DP02_0072PE,DP03_0009PE,DP03_0062E,DP03_0099PE,DP04_0003PE,DP04_0047PE,DP04_0058PE,DP04_0134E,state,county
"Del Norte County, California",27462,40.0,21.1,19.2,32.7,11.1,19.3,6.3,61149,6.1,14.2,31.9,7.3,1146,06,015
"El Dorado County, California",191713,46.2,19.7,22.2,27.0,25.2,12.3,4.6,99246,4.2,19.7,23.9,3.8,1597,06,017
"Fresno County, California",1008280,32.8,28.1,12.5,36.5,15.5,12.9,8.6,67756,7.2,6.2,45.8,7.4,1207,06,019
"Glenn County, California",28657,35.8,26.5,16.9,26.4,11.5,12.7,7.7,64033,10.9,10.7,39.4,3.6,978,06,021
"Humboldt County, California",136132,39.5,18.8,18.9,34.6,20.3,17.9,9.2,57881,6.1,12.5,43.2,7.0,1191,06,023
"Imperial County, California",179578,32.6,28.4,13.2,59.4,11.8,14.2,13.2,53847,6.8,17.4,42.3,6.3,961,06,025
"Inyo County, California",18829,44.6,20.4,23.8,26.7,17.4,16.7,4.9,63417,6.7,17.1,34.0,5.2,1131,06,027
"Kern County, California",906883,32.2,28.8,11.3,42.4,12.1,11.4,8.4,63883,7.8,8.0,40.4,6.4,1161,06,029
"Kings County, California",152515,32.1,26.9,10.5,34.5,10.0,12.4,9.2,68540,7.4,6.2,45.1,4.8,1201,06,031
"Lake County, California",68024,44.5,21.3,23.2,48.0,12.1,19.8,10.4,56259,6.5,22.8,30.5,5.6,1206,06,033
"Lassen County, California",31873,37.2,17.1,15.2,33.1,9.0,17.9,7.9,59515,7.4,27.2,31.3,5.1,1038,06,035
"Los Angeles County, California",9936690,37.4,21.1,14.2,35.4,22.3,10.6,7.0,83411,9.0,6.6,53.8,8.7,1805,06,037
"Madera County, California",157243,34.4,27.3,14.2,35.1,11.6,13.9,11.1,73543,7.6,12.1,34.5,4.3,1185,06,039
"Marin County, California",260485,47.4,19.6,23.2,19.0,34.1,9.6,5.8,142019,3.7,7.1,35.9,4.6,2487,06,041
"Mariposa County, California",17130,51.6,17.1,29.3,2.8,19.5,18.9,6.2,60021,7.2,22.7,26.2,5.2,1134,06,043
"Mendocino County, California",91145,43.7,21.1,23.3,24.1,14.4,18.7,9.1,61335,9.2,16.5,39.1,8.0,1240,06,045
"Merced County, California",282290,31.5,29.2,11.4,44.7,10.2,12.8,10.7,64772,9.0,5.8,46.6,7.2,1200,06,047
"Modoc County, California",8651,47.5,18.9,29.7,30.9,16.3,17.4,7.6,54962,8.7,28.9,24.9,5.7,796,06,049
"Mono County, California",13219,40.5,19.0,15.7,23.7,19.7,8.0,1.9,82038,14.7,59.8,31.6,2.4,1259,06,051
"Monterey County, California",437609,35.1,25.8,14.3,26.5,16.3,9.2,5.3,91043,9.9,8.9,47.8,4.8,1873,06,053
"Napa County, California",137384,42.5,20.0,20.2,29.9,24.5,12.2,5.2,105809,6.1,11.5,34.8,4.9,2037,06,055
"Nevada County, California",102322,50.2,17.0,28.4,30.3,25.1,13.7,4.4,79395,5.6,22.9,25.1,4.1,1487,06,057
"Orange County, California",3175227,38.7,21.4,15.4,20.8,26.9,9.1,5.4,109361,6.9,5.7,43.5,4.6,2248,06,059
"Placer County, California",406608,42.3,21.9,20.0,18.0,27.7,11.2,4.3,109375,3.3,11.9,26.2,3.8,1874,06,061
"Plumas County, California",19650,52.3,17.4,29.6,51.1,14.6,18.2,8.0,67885,5.0,47.5,25.7,4.5,1102,06,063
"Riverside County, California",2429487,36.3,24.6,14.8,33.8,15.4,11.6,6.7,84505,8.1,11.9,31.5,4.0,1711,06,065
"Sacramento County, California",1579211,36.8,23.1,14.6,29.7,21.1,12.3,6.3,84010,5.2,4.3,41.7,6.2,1599,06,067
"San Benito County, California",64753,35.7,25.4,13.2,25.2,15.8,10.7,6.2,104451,6.2,3.1,34.1,3.2,1830,06,069
"San Bernardino County, California",2180563,33.9,25.9,11.9,38.4,14.5,11.4,7.2,77423,8.6,10.0,38.9,4.5,1584,06,071
"San Diego County, California",3289701,36.7,21.2,14.7,24.8,25.0,10.4,6.3,96974,7.3,6.6,45.8,5.4,2011,06,073
"San Francisco County, California",851036,39.3,13.6,16.7,17.2,35.1,10.8,5.4,136689,3.6,11.6,61.4,29.9,2316,06,075
"San Joaquin County, California",779445,34.8,26.6,13.0,35.9,13.8,12.2,7.2,82837,6.5,5.9,40.0,5.2,1542,06,077
"San Luis Obispo County, California",281712,40.0,17.4,21.1,31.0,23.9,13.0,5.0,90158,5.9,12.8,38.0,3.8,1800,06,079
"San Mateo County, California",754250,40.3,19.9,16.9,15.1,29.4,8.7,4.5,149907,3.8,7.0,40.5,5.6,2805,06,081
"Santa Barbara County, California",445213,34.3,22.1,15.9,32.6,21.3,10.9,6.0,92332,9.6,6.8,47.2,6.3,1964,06,083
"Santa Clara County, California",1916831,37.7,21.2,14.1,16.8,28.1,8.6,4.4,153792,4.0,5.5,44.4,5.8,2719,06,085
"Santa Cruz County, California",268571,39.2,18.7,17.7,28.4,24.6,11.7,5.9,104409,5.4,9.3,40.0,5.2,2094,06,087
"Shasta County, California",181852,41.7,21.6,21.1,43.1,15.3,18.1,6.6,68347,6.6,10.7,34.9,6.1,1232,06,089
"Sierra County, California",2916,54.9,13.9,31.2,100.0,11.8,14.8,5.6,61108,10.9,45.7,17.2,3.0,1184,06,091
"Siskiyou County, California",44049,47.2,20.1,26.4,33.9,14.9,18.0,7.4,53898,7.1,18.4,32.1,5.6,984,06,093
"Solano County, California",450995,38.8,22.0,16.5,35.6,19.3,12.4,5.9,97037,4.9,4.6,37.0,4.6,1981,06,095
"Sonoma County, California",488436,42.7,19.3,20.6,26.7,23.3,11.8,5.2,99266,5.6,7.7,38.4,4.8,2029,06,097
"Stanislaus County, California",552063,34.5,26.8,13.3,33.8,12.6,12.7,8.2,74872,6.1,4.1,39.5,5.4,1433,06,099
"Sutter County, California",99101,36.0,25.5,15.7,26.9,14.0,13.8,7.6,72654,6.2,4.4,40.4,5.4,1289,06,101
"Tehama County, California",65484,40.3,23.8,19.9,46.0,13.2,18.7,7.4,59029,6.6,10.3,32.9,6.2,1119,06,103
"Trinity County, California",15889,53.2,16.4,27.7,77.8,11.7,15.7,7.4,47317,13.2,33.1,29.2,4.4,928,06,105
"Tulare County, California",473446,31.5,30.2,11.5,42.2,10.1,11.8,9.0,64474,7.9,7.0,41.7,4.7,1137,06,107
"Tuolumne County, California",54993,48.7,17.0,27.3,29.0,16.5,21.3,8.3,70432,6.0,27.4,25.6,5.5,1129,06,109
"Ventura County, California",842009,39.0,22.3,16.3,27.0,21.8,11.3,5.3,102141,8.2,6.1,35.9,4.2,2140,06,111
"Yolo County, California",217141,32.0,20.5,13.0,32.0,22.4,10.4,5.3,85097,4.7,5.5,47.8,7.8,1655,06,113
"Yuba County, California",81705,33.5,27.1,12.9,46.7,11.5,16.0,7.4,66693,6.9,6.9,38.6,6.4,1137,06,115
"Adams County, Colorado",520149,34.4,25.6,10.8,27.2,18.5,11.1,4.6,86297,10.8,3.5,31.7,4.6,1632,08,001
"Alamosa County, Colorado",16460,32.2,23.9,14.5,46.5,15.8,15.8,3.4,52271,8.4,8.7,42.8,6.2,815,08,003
"Arapahoe County, Colorado",654453,37.1,22.9,13.7,22.8,27.8,10.5,4.6,92292,8.7,4.5,35.1,5.0,1708,08,005
"Archuleta County, Colorado",13509,50.8,17.7,27.0,60.2,24.4,15.6,4.8,66813,11.0,40.2,24.2,2.5,1184,08,007
"Baca County, Colorado",3496,42.0,22.2,23.9,7.7,17.7,17.4,1.7,42115,6.6,20.1,26.3,5.1,474,08,009
"Bent County, Colorado",5561,40.7,16.8,18.4,69.6,9.6,21.0,5.5,45776,7.0,15.9,38.4,7.9,778,08,011
"Boulder County, Colorado",328658,37.0,18.1,15.3,18.5,34.6,8.5,4.4,99770,4.4,5.4,37.7,5.2,1828,08,013
"Broomfield County, Colorado",73946,38.6,21.5,14.7,14.7,35.4,7.9,3.2,117541,5.2,3.9,36.1,3.6,1923,08,014
"Chaffee County, Colorado",19564,47.8,15.0,26.3,25.5,24.1,13.0,6.0,65703,8.2,18.1,30.4,4.0,1330,08,015
"Cheyenne County, Colorado",1726,43.2,25.0,20.0,0.0,16.0,11.2,2.1,65577,7.2,23.6,21.1,0.8,860,08,017
"Clear Creek County, Colorado",9403,49.5,11.8,21.1,0.0,28.8,12.1,4.7,87169,9.2,19.7,20.0,4.0,1201,08,019
"Conejos County, Colorado",7553,39.1,25.6,19.5,13.3,16.4,18.5,7.2,44093,14.4,23.6,21.0,6.5,686,08,021
"Costilla County, Colorado",3534,52.8,17.9,27.8,43.9,16.9,26.4,6.6,34578,8.0,36.6,23.7,5.3,691,08,023
"Crowley County, Colorado",5782,41.3,14.5,14.4,42.9,9.2,21.3,7.2,40685,6.6,13.8,28.8,5.7,988,08,025
"Custer County, Colorado",4885,58.1,17.3,29.7,17.4,22.5,14.2,4.9,66250,10.9,47.9,13.0,2.5,865,08,027
"Delta County, Colorado",31173,47.8,19.6,26.9,15.9,16.2,19.4,4.4,56349,11.0,17.4,23.9,4.2,933,08,029
"Denver County, Colorado",710800,34.9,18.7,12.0,28.2,33.2,9.9,4.7,85853,9.1,6.3,50.6,9.9,1665,08,031
"Dolores County, Colorado",2329,59.2,14.5,35.7,100.0,15.7,8.0,3.1,64708,8.3,30.5,13.9,5.0,1513,08,033
"Douglas County, Colorado",360206,39.3,24.5,12.9,11.7,38.7,7.5,3.4,139010,3.6,3.4,22.0,2.1,1953,08,035
"Eagle County, Colorado",55650,38.3,20.7,13.6,6.3,35.1,6.2,4.4,98887,10.4,39.2,31.4,4.0,1868,08,037
"Elbert County, Colorado",26457,45.6,21.0,17.5,32.9,25.5,8.1,2.3,124360,5.0,3.9,6.7,1.1,1436,08,039
"El Paso County, Colorado",730323,34.7,23.5,13.3,21.3,24.5,12.5,5.7,82748,7.5,4.6,33.7,3.6,1507,08,041
"Fremont County, Colorado",49107,44.9,16.1,21.9,33.1,14.0,18.9,4.8,56165,6.9,12.9,24.6,5.2,959,08,043
"Garfield County, Colorado",61683,37.2,24.6,13.6,6.0,21.7,9.1,3.2,82772,17.5,7.9,30.1,4.5,1444,08,045
"Gilpin County, Colorado",5856,47.4,17.9,15.9,0.0,20.9,12.0,2.1,95902,8.7,18.9,21.4,5.2,1263,08,047
"Grand County, Colorado",15724,44.6,17.1,19.3,4.2,22.0,6.7,4.6,79367,12.3,62.7,27.3,2.5,1243,08,049
"Gunnison County, Colorado",17018,36.4,15.8,14.0,0.0,41.3,7.4,3.6,76538,7.2,36.2,36.9,2.1,1168,08,051
"Hinsdale County, Colorado",911,56.9,11.1,34.0,0.0,25.0,17.2,1.9,58712,12.6,66.0,22.2,1.5,979,08,053
"Huerfano County, Colorado",6896,55.4,15.8,33.1,100.0,16.4,20.6,6.4,49631,6.1,39.3,22.5,5.3,735,08,055
"Jackson County, Colorado",1440,51.5,18.0,31.4,-666666666.0,16.2,12.7,8.2,38686,10.0,45.6,23.1,5.9,1266,08,057
"Jefferson County, Colorado",580519,40.2,19.0,17.1,14.1,31.2,10.5,3.9,103167,5.2,4.2,29.4,3.9,1696,08,059
"Kiowa County, Colorado",1347,43.3,24.1,21.8,56.0,12.6,9.6,0.0,45250,8.4,19.8,26.1,2.7,813,08,061
"Kit Carson County, Colorado",7039,39.2,25.7,20.0,13.2,12.0,15.9,2.6,58992,12.1,13.1,32.7,5.7,931,08,063
"Lake County, Colorado",7403,36.8,16.7,14.2,0.0,23.6,11.0,2.4,78942,16.4,29.3,22.6,3.5,1554,08,065
"La Plata County, Colorado",55983,41.8,18.2,19.0,12.9,30.5,10.1,3.2,81936,9.5,19.6,29.3,2.0,1344,08,067
"Larimer County, Colorado",359363,36.3,18.8,16.4,17.8,30.6,10.0,4.6,87199,5.9,6.4,35.5,3.8,1584,08,069
"Las Animas County, Colorado",14422,46.8,18.3,25.1,36.1,10.1,23.3,7.4,48965,8.9,18.3,29.3,8.4,806,08,071
"Lincoln County, Colorado",5583,40.4,17.2,17.3,18.6,18.2,15.0,2.3,59167,8.1,19.0,28.8,5.3,820,08,073
"Logan County, Colorado",21302,38.9,19.3,18.4,9.5,11.9,14.9,3.2,54864,7.2,8.1,28.5,5.8,854,08,075
"Mesa County, Colorado",156131,40.6,21.0,20.0,27.1,20.2,15.3,5.3,68077,9.9,6.8,28.2,5.3,1089,08,077
"Mineral County, Colorado",794,54.7,12.0,27.1,0.0,40.6,11.3,4.8,58929,14.5,66.9,26.3,2.9,824,08,079
"Moffat County, Colorado",13232,37.1,25.3,15.2,34.9,14.8,15.0,5.4,63983,10.1,14.9,33.2,6.2,974,08,081
"Montezuma County, Colorado",26070,43.7,21.1,23.6,57.1,17.8,15.0,4.4,61377,11.2,14.3,26.5,4.5,893,08,083
"Montrose County, Colorado",42823,45.9,20.6,24.9,55.2,18.6,13.3,4.3,62817,13.3,10.9,23.9,2.8,1061,08,085
"Morgan County, Colorado",29045,36.9,25.9,15.7,31.1,11.6,10.1,3.7,70471,11.6,6.0,35.4,5.4,1038,08,087
"Otero County, Colorado",18580,40.5,23.4,21.1,8.2,11.1,20.4,5.9,47500,8.0,13.1,30.4,8.6,802,08,089
"Ouray County, Colorado",4936,56.8,12.8,36.1,0.0,30.5,15.1,4.2,78750,14.6,29.4,23.4,1.8,1239,08,091
"Park County, Colorado",17597,51.3,14.9,22.0,0.0,23.3,11.3,3.9,85019,8.8,45.9,10.7,1.4,1788,08,093
"Phillips County, Colorado",4493,40.6,25.4,18.3,7.2,19.3,13.3,1.4,58474,8.0,13.9,25.1,5.3,848,08,095
"Pitkin County, Colorado",17325,46.7,15.8,20.3,0.0,37.4,8.9,2.1,96123,4.4,39.0,34.9,2.4,1772,08,097
"Prowers County, Colorado",11968,37.8,26.1,18.0,17.2,10.3,17.5,4.4,49422,10.5,17.7,29.0,6.6,764,08,099
"Pueblo County, Colorado",168135,39.8,22.2,18.9,38.0,15.6,18.5,5.9,59436,6.3,7.3,33.1,7.9,967,08,101
"Rio Blanco County, Colorado",6511,39.2,24.0,16.0,0.0,16.4,16.5,6.1,69882,9.3,23.2,21.4,2.1,893,08,103
"Rio Grande County, Colorado",11442,41.3,21.0,20.9,42.7,20.9,17.0,6.0,57591,14.2,29.0,27.5,6.9,649,08,105
"Routt County, Colorado",24944,41.9,17.6,16.9,5.9,31.6,6.8,2.9,95144,8.5,38.2,23.5,2.0,1721,08,107
"Saguache County, Colorado",6454,49.9,19.1,25.6,33.7,12.8,15.3,10.0,51946,11.1,18.6,27.2,1.5,720,08,109
"San Juan County, Colorado",690,49.3,12.5,24.1,0.0,24.3,6.2,7.3,67344,16.5,53.8,45.1,3.9,1031,08,111
"San Miguel County, Colorado",8082,41.9,16.3,16.5,51.5,45.7,5.3,3.7,72829,10.3,41.3,38.9,6.3,1267,08,113
"Sedgwick County, Colorado",2391,44.5,22.2,25.1,16.7,18.0,19.3,3.3,45855,7.8,14.8,31.6,6.5,692,08,115
"Summit County, Colorado",30955,39.0,16.1,14.9,2.8,32.7,6.2,3.7,100611,11.0,62.7,30.2,3.0,1807,08,117
"Teller County, Colorado",24758,51.1,16.7,23.7,18.1,23.0,13.8,3.8,69655,7.0,17.4,20.0,1.1,1609,08,119
"Washington County, Colorado",4817,40.2,22.1,21.3,11.3,16.6,11.9,3.5,59087,4.6,11.5,29.8,3.8,908,08,121
"Weld County, Colorado",331466,35.0,25.7,12.5,22.8,19.8,11.2,4.9,89182,8.5,4.0,24.8,3.5,1351,08,123
"Yuma County, Colorado",9938,39.6,26.6,18.1,8.9,15.3,8.3,5.7,60118,15.4,8.3,29.2,2.7,866,08,125
"Capitol Planning Region, Connecticut",977165,39.8,20.6,17.1,30.8,22.9,11.8,5.6,88190,4.0,6.6,34.8,9.5,1297,09,110
"Greater Bridgeport Planning Region, Connecticut",326381,40.5,22.0,15.9,27.1,23.5,12.6,7.7,83147,7.6,6.3,33.7,10.0,1446,09,120
"Lower Connecticut River Valley Planning Region, Connecticut",175244,45.6,17.3,20.9,19.9,24.9,10.9,4.1,99742,3.2,11.5,24.9,4.8,1345,09,130
"Naugatuck Valley Planning Region, Connecticut",451887,41.1,20.7,17.8,27.2,18.8,13.5,6.4,82939,4.6,7.3,33.0,9.5,1218,09,140
"Northeastern Connecticut Planning Region, Connecticut",95687,41.7,20.0,17.1,30.9,14.3,13.2,7.4,83119,4.3,7.1,25.6,5.0,1119,09,150
"Northwest Hills Planning Region, Connecticut",112696,45.1,19.1,20.4,32.8,21.9,11.9,5.4,87971,4.1,17.3,25.5,6.1,1149,09,160
"South Central Connecticut Planning Region, Connecticut",571298,39.9,19.8,17.5,28.3,20.6,11.3,6.1,83617,5.1,8.2,39.0,11.1,1408,09,170
"Southeastern Connecticut Planning Region, Connecticut",280293,41.6,19.3,18.9,17.8,19.2,13.5,5.3,80330,4.4,9.2,33.9,7.3,1254,09,180
"Western Connecticut Planning Region, Connecticut",620666,41.1,22.3,16.2,22.0,29.6,8.9,5.6,118930,7.4,7.4,33.9,5.8,1952,09,190
"Kent County, Delaware",182400,38.5,22.9,17.6,35.1,15.9,16.6,6.0,69278,6.9,6.7,29.6,6.8,1224,10,001
"New Castle County, Delaware",570567,39.0,21.3,16.2,34.4,21.9,12.4,5.4,85309,5.3,5.7,31.8,7.0,1327,10,003
"Sussex County, Delaware",240668,51.3,18.1,29.2,41.3,18.2,14.5,5.0,75406,6.9,30.8,18.6,3.6,1162,10,005
"District of Columbia, District of Columbia",670587,34.8,18.5,12.6,43.4,25.8,11.0,7.1,101722,3.4,9.9,58.6,35.7,1817,11,001
"Alachua County, Florida",279729,31.7,17.7,14.7,36.2,23.7,11.5,5.1,57566,7.9,12.2,45.5,7.1,1191,12,001
"Baker County, Florida",27969,37.7,23.5,14.9,21.6,8.5,15.4,4.9,67872,11.3,9.0,20.2,4.0,959,12,003
"Bay County, Florida",181055,41.2,20.8,18.1,30.4,17.2,19.5,4.0,65999,13.7,28.5,31.4,4.0,1311,12,005
"Bradford County, Florida",27816,39.9,19.7,17.8,35.4,8.0,18.1,5.8,54759,10.9,15.8,32.0,7.0,902,12,007
"Brevard County, Florida",610723,47.0,18.1,24.0,37.6,20.1,16.3,4.9,71308,10.0,15.0,23.3,4.7,1327,12,009
"Broward County, Florida",1940907,41.0,20.9,17.3,35.1,21.6,11.1,5.8,70331,13.9,13.7,37.2,6.9,1683,12,011
"Calhoun County, Florida",13753,41.9,19.5,18.3,50.4,7.7,24.1,3.7,41526,19.6,21.7,23.4,6.8,610,12,013
"Charlotte County, Florida",189900,59.9,11.8,40.3,49.1,15.7,21.7,5.7,62164,10.2,23.9,17.6,4.5,1206,12,015
"Citrus County, Florida",155173,56.9,14.8,36.4,30.5,12.2,21.7,7.2,52569,10.8,17.8,14.6,4.7,1000,12,017
"Clay County, Florida",219650,39.9,22.9,16.5,26.7,18.5,13.4,4.3,82242,8.7,6.9,23.4,3.6,1372,12,019
"Collier County, Florida",380221,52.2,16.7,32.8,36.8,22.8,11.4,4.3,82011,11.8,31.8,25.1,4.6,1599,12,021
"Columbia County, Florida",69832,40.7,22.1,19.6,44.4,10.9,20.2,6.9,53501,13.2,11.5,28.6,4.5,905,12,023
"DeSoto County, Florida",34258,41.7,18.3,22.3,60.6,7.8,19.0,9.7,45000,19.6,20.7,28.8,6.2,861,12,027
"Dixie County, Florida",16737,45.8,17.8,23.7,14.9,5.3,25.7,5.1,45057,16.0,33.7,17.0,5.1,805,12,029
"Duval County, Florida",995708,36.6,22.4,14.7,38.5,21.4,13.0,4.7,65579,11.7,9.4,42.4,7.1,1293,12,031
"Escambia County, Florida",321296,38.1,20.8,17.5,41.4,17.6,16.8,6.2,61642,11.6,13.4,36.9,6.9,1170,12,033
"Flagler County, Florida",117515,52.4,16.4,30.9,34.7,18.5,15.4,3.8,69251,11.3,15.6,20.8,3.6,1561,12,035
"Franklin County, Florida",12276,48.7,15.7,25.3,58.9,11.5,23.3,8.9,58107,17.7,43.4,19.3,6.6,1045,12,037
"Gadsden County, Florida",43746,41.9,22.1,19.2,50.1,12.6,19.9,4.3,45721,14.2,16.2,26.2,9.8,781,12,039
"Gilchrist County, Florida",18070,42.7,19.9,20.1,39.2,10.0,20.2,3.1,56823,13.5,9.3,17.3,7.5,801,12,041
"Glades County, Florida",12179,47.4,14.5,26.8,29.5,9.5,19.2,5.4,37221,20.9,29.2,21.6,2.0,832,12,043
"Gulf County, Florida",15002,46.5,14.9,23.3,76.7,12.8,23.0,4.3,56250,9.3,37.1,21.4,4.0,1143,12,045
"Hamilton County, Florida",13492,41.8,20.1,19.0,47.4,6.7,19.4,9.2,47668,15.1,23.6,24.8,6.0,778,12,047
"Hardee County, Florida",25528,35.2,25.4,15.7,50.4,7.1,14.3,8.7,44665,14.5,17.4,33.4,4.9,904,12,049
"Hendry County, Florida",39902,35.1,25.4,13.4,41.1,7.6,12.2,5.8,49259,21.7,12.7,30.3,7.3,892,12,051
"Hernando County, Florida",196621,48.5,18.4,26.8,39.9,13.5,19.0,5.9,59202,12.6,11.7,19.9,5.1,1155,12,053
"Highlands County, Florida",102339,54.1,16.8,35.7,44.3,11.9,20.3,6.8,53679,13.1,22.4,21.6,5.2,919,12,055
"Hillsborough County, Florida",1468560,37.6,21.8,14.6,37.2,22.9,11.8,4.8,70612,11.9,7.6,39.5,5.9,1413,12,057
"Holmes County, Florida",19529,41.0,20.5,20.2,46.7,7.7,18.8,4.7,46063,16.3,18.1,23.5,5.1,792,12,059
"Indian River County, Florida",160986,54.8,15.3,33.9,39.3,19.9,16.2,5.9,67543,11.1,21.6,19.8,4.3,1183,12,061
"Jackson County, Florida",47704,42.9,18.7,21.1,62.7,8.3,20.1,4.7,46144,9.8,15.7,26.0,5.2,756,12,063
"Jefferson County, Florida",14458,47.8,17.2,24.1,22.5,13.2,20.2,6.7,51573,10.0,18.1,25.1,7.0,727,12,065
"Lafayette County, Florida",8107,40.6,18.2,19.2,0.0,5.7,21.0,8.6,57852,15.1,24.9,19.5,1.8,853,12,067
"Lake County, Florida",386829,46.9,19.0,26.7,38.9,16.3,16.3,5.5,66239,10.4,13.6,23.6,4.1,1323,12,069
"Lee County, Florida",772902,49.1,17.2,28.9,38.7,18.5,13.8,4.5,69368,12.8,25.9,26.7,5.1,1466,12,071
"Leon County, Florida",294128,31.4,18.4,14.1,33.8,26.6,11.9,5.7,61317,8.2,11.4,47.9,6.9,1157,12,073
"Levy County, Florida",43268,47.3,19.5,24.7,50.2,11.2,19.9,4.4,49933,15.6,14.9,20.4,4.7,798,12,075
"Liberty County, Florida",7704,39.6,19.2,13.8,47.1,9.4,24.2,8.2,51723,10.8,21.5,19.4,7.7,884,12,077
"Madison County, Florida",17986,44.5,18.0,22.4,62.4,8.8,15.7,2.7,43386,12.8,20.0,29.1,9.5,832,12,079
"Manatee County, Florida",405069,49.4,17.6,28.2,46.3,20.0,14.6,5.2,71385,12.1,22.4,25.1,4.0,1418,12,081
"Marion County, Florida",378225,48.5,18.6,28.9,40.1,13.9,16.4,5.9,55265,12.4,13.4,23.5,4.9,1092,12,083
"Martin County, Florida",159399,53.2,16.0,31.8,18.8,22.4,14.2,4.4,77894,9.6,18.2,19.6,4.9,1374,12,085
"Miami-Dade County, Florida",2688237,40.6,20.1,16.6,42.6,20.2,10.2,4.6,64215,15.0,11.4,48.1,9.7,1623,12,086
"Monroe County, Florida",82044,48.3,15.7,23.5,34.3,22.0,10.8,3.4,80111,15.4,36.4,37.8,6.7,1919,12,087
"Nassau County, Florida",91538,46.3,19.5,23.0,46.0,20.4,17.4,4.1,84085,7.9,13.7,17.4,3.0,1171,12,089
"Okaloosa County, Florida",212021,37.1,22.3,16.3,28.3,20.6,15.6,3.3,73988,11.4,17.8,32.8,3.7,1382,12,091
"Okeechobee County, Florida",39870,40.8,21.4,19.3,39.0,11.3,17.9,6.1,50476,17.9,19.3,25.6,3.2,963,12,093
"Orange County, Florida",1427403,35.9,21.6,12.4,33.7,24.0,11.2,5.5,72629,12.6,13.0,43.0,5.2,1553,12,095
"Osceola County, Florida",393745,36.6,24.1,13.2,40.3,18.0,13.9,5.3,64312,11.8,23.7,34.3,4.5,1537,12,097
"Palm Beach County, Florida",1494805,45.2,18.8,24.4,35.4,23.5,12.4,5.8,76066,13.5,16.8,30.5,6.0,1700,12,099
"Pasco County, Florida",569211,43.9,20.2,22.2,39.1,17.6,16.4,5.3,63187,11.2,13.8,25.4,4.8,1282,12,101
"Pinellas County, Florida",959918,48.8,15.7,25.6,36.4,22.5,15.5,4.6,66406,10.8,18.9,31.0,6.9,1389,12,103
"Polk County, Florida",736229,39.8,21.9,19.9,42.2,14.4,14.1,4.6,60901,13.0,17.5,30.2,5.2,1192,12,105
"Putnam County, Florida",73604,45.1,21.3,23.5,67.6,9.3,18.4,8.9,44852,16.6,17.7,27.0,7.5,844,12,107
"St. Johns County, Florida",278722,44.0,21.5,20.7,25.6,29.3,10.5,4.4,100020,7.2,15.6,17.6,2.4,1601,12,109
"St. Lucie County, Florida",334682,45.3,19.6,24.4,46.2,16.4,15.2,6.0,66154,12.6,15.7,22.9,4.5,1363,12,111
"Santa Rosa County, Florida",188994,40.0,21.8,16.3,28.1,19.4,15.0,4.7,84715,10.9,9.2,21.6,3.5,1386,12,113
"Sarasota County, Florida",439392,57.1,14.0,37.3,30.8,21.9,15.1,3.4,77213,10.2,21.7,24.0,4.4,1590,12,115
"Seminole County, Florida",471321,39.6,20.7,16.0,20.0,27.2,11.3,4.3,79490,10.1,5.8,34.3,3.9,1545,12,117
"Sumter County, Florida",131832,68.3,7.1,57.9,28.9,20.2,18.5,5.1,70105,6.0,16.4,12.8,3.5,1185,12,119
"Suwannee County, Florida",43881,42.8,21.2,21.2,66.6,9.1,20.6,5.5,49729,13.0,18.4,24.8,5.9,760,12,121
"Taylor County, Florida",21421,44.3,19.6,20.4,68.7,9.7,20.8,5.8,46239,8.2,32.8,22.6,5.5,909,12,123
"Union County, Florida",15524,39.7,21.5,17.0,55.4,6.1,17.9,3.6,64043,11.4,13.2,30.3,3.7,785,12,125
"Volusia County, Florida",558520,46.5,17.5,24.8,43.4,17.2,17.3,4.2,63075,11.6,15.0,27.9,5.6,1271,12,127
"Wakulla County, Florida",33732,42.3,20.6,15.7,16.9,12.0,13.2,3.6,72035,7.0,13.8,18.8,3.4,1041,12,129
"Walton County, Florida",76618,44.4,20.3,20.0,27.5,22.6,16.1,5.3,74832,13.5,44.5,22.3,3.9,1463,12,131
"Washington County, Florida",25014,41.6,20.0,17.4,38.5,7.1,20.4,4.8,47536,14.4,16.4,21.6,2.9,853,12,133
"Appling County, Georgia",18441,39.6,24.7,17.5,16.0,5.5,13.5,3.3,43268,14.3,19.2,27.6,7.4,683,13,001
"Atkinson County, Georgia",8265,35.5,25.7,13.3,36.1,5.6,12.9,4.6,38007,23.3,12.3,33.1,4.4,566,13,003
"Bacon County, Georgia",11138,38.1,25.6,16.9,31.9,5.1,22.3,4.3,43938,15.4,18.7,28.0,7.4,685,13,005
"Baker County, Georgia",2878,47.0,19.2,26.5,81.0,11.0,15.8,12.2,45417,16.6,22.8,25.2,7.2,596,13,007
"Baldwin County, Georgia",43778,36.1,18.8,16.5,49.4,13.5,15.6,7.0,54699,12.3,21.1,37.1,6.8,832,13,009
"Banks County, Georgia",18381,42.3,21.5,16.9,10.0,10.6,18.9,2.5,69096,13.7,8.8,25.2,2.5,776,13,011
"Barrow County, Georgia",84399,36.2,25.5,12.6,26.7,13.9,13.1,4.0,75053,16.1,5.2,21.2,3.4,1137,13,013
"Bartow County, Georgia",109410,38.2,23.6,14.2,27.2,14.4,11.9,5.5,74812,13.9,10.1,27.2,3.1,1090,13,015
